pep_id,Author,BDFL-Delegate,Created,Created_dt,Discussions-To,Last-Modified,PEP,Post-History,Python-Version,Replaces,Requires,Resolution,Sponsor,Status,Superseded-By,Title,Type,Version
0012,"David Goodger <goodger at python.org>,
Barry Warsaw <barry at python.org>",,05-Aug-2002,2002-08-05 00:00:00,,,12,30-Aug-2002,,,,,,Active,,Sample reStructuredText PEP Template,Process,
0369,Christian Heimes <christian at python.org>,,02-Jan-2008,2008-01-02 00:00:00,,,369,02-Dec-2012,"2.6, 3.0",,,,,Withdrawn,,Post import hooks,Standards Track,
0500,"Alexander Belopolsky <alexander.belopolsky at gmail.com>, Tim Peters <tim.peters at gmail.com>",,08-Aug-2015,2015-08-08 00:00:00,Datetime-SIG <datetime-sig at python.org>,,500,,,,495,https//mail.python.org/pipermail/datetime-sig/2015-August/000354.html,,Rejected,,"A protocol for delegating datetime methods to their
tzinfo implementations",Standards Track,
0490,Victor Stinner <vstinner at redhat.com>,,25-March-2015,2015-03-25 00:00:00,,,490,,3.6,,,,,Rejected,,Chain exceptions at C level,Standards Track,
0281,magnus at hetland.org (Magnus Lie Hetland),,11-Feb-2002,2002-02-11 00:00:00,,,281,,2.3,,,,,Rejected,,Loop Counter Iteration with range and xrange,Standards Track,
0376,Tarek Ziadé <tarek at ziade.org>,,22-Feb-2009,2009-02-22 00:00:00,,,376,,"2.7, 3.2",,,,,Final,,Database of Installed Python Distributions,Standards Track,
0272,A.M. Kuchling <amk at amk.ca>,,18-Sep-2001,2001-09-18 00:00:00,,,272,"17-Apr-2002, 29-May-2002",,,,,,Final,,API for Block Encryption Algorithms v1.0,Informational,
0450,Steven D'Aprano <steve at pearwood.info>,,01-Aug-2013,2013-08-01 00:00:00,,,450,13-Sep-2013,3.4,,,,,Final,,Adding A Statistics Module To The Standard Library,Standards Track,
0103,Oleg Broytman <phd at phdru.name>,,01-Jun-2015,2015-06-01 00:00:00,,,103,12-Sep-2015,,,,,,Withdrawn,,Collecting information about git,Informational,
3146,"Collin Winter <collinwinter at google.com>,
Jeffrey Yasskin <jyasskin at google.com>,
Reid Kleckner <rnk at mit.edu>",,1-Jan-2010,2010-01-01 00:00:00,,,3146,,3.3,,,,,Withdrawn,,Merging Unladen Swallow into CPython,Standards Track,
0587,"Nick Coghlan <ncoghlan at gmail.com>, Victor Stinner <vstinner at redhat.com>",,27-Mar-2019,2019-03-27 00:00:00,python-dev at python.org,,587,,3.8,,,,,Draft,,Python Initialization Configuration,Standards Track,
0249,mal at lemburg.com (Marc-André Lemburg),,,,db-sig at python.org,,249,,,248,,,,Final,,Python Database API Specification v2.0,Informational,
0408,"Nick Coghlan <ncoghlan at gmail.com>,
Eli Bendersky <eliben at gmail.com>",,2012-01-07,2012-01-07 00:00:00,,,408,2012-01-27,3.3,,,https//mail.python.org/pipermail/python-dev/2012-January/115962.html,,Rejected,,Standard library __preview__ package,Standards Track,
0020,tim.peters at gmail.com (Tim Peters),,19-Aug-2004,2004-08-19 00:00:00,,,20,22-Aug-2004,,,,,,Active,,The Zen of Python,Informational,
0533,Nathaniel J. Smith,,18-Oct-2016,2016-10-18 00:00:00,,,533,18-Oct-2016,,,,,,Draft,,Deterministic cleanup for iterators,Standards Track,
0260,guido at python.org (Guido van Rossum),,26-Jun-2001,2001-06-26 00:00:00,,,260,26-Jun-2001,2.2,,,,,Final,,Simplify xrange(),Standards Track,
0469,Nick Coghlan <ncoghlan at gmail.com>,,2014-04-18,2014-04-18 00:00:00,,,469,"2014-04-18, 2014-04-21",3.5,,,,,Withdrawn,,Migration of dict iteration code to Python 3,Standards Track,
0545,"Julien Palard <julien at palard.fr>
Inada Naoki <songofacandy at gmail.com>,
Victor Stinner <vstinner at redhat.com>,",,04-Mar-2017,2017-03-04 00:00:00,,,545,,,,,https//mail.python.org/pipermail/python-dev/2017-May/147957.html,,Final,,Python Documentation Translations,Process,
0321,A.M. Kuchling <amk at amk.ca>,,16-Sep-2003,2003-09-16 00:00:00,,,321,,2.4,,,,,Withdrawn,,Date/Time Parsing and Formatting,Standards Track,
0339,Brett Cannon <brett at python.org>,,02-Feb-2005,2005-02-02 00:00:00,,,339,,,,,,,Withdrawn,,Design of the CPython Compiler,Informational,
0434,"Todd Rovito <rovitotv at gmail.com>,
Terry Reedy <tjreedy at udel.edu>",Nick Coghlan,16-Feb-2013,2013-02-16 00:00:00,,,434,"16-Feb-2013
03-Mar-2013
21-Mar-2013
30-Mar-2013",,,,https//mail.python.org/pipermail/python-dev/2013-March/125003.html,,Active,,IDLE Enhancement Exception for All Branches,Informational,
0237,"Moshe Zadka, Guido van Rossum",,11-Mar-2001,2001-03-11 00:00:00,,,237,"16-Mar-2001, 14-Aug-2001, 23-Aug-2001",2.2,,,,,Final,,Unifying Long Integers and Integers,Standards Track,
0203,thomas at python.org (Thomas Wouters),,13-Jul-2000,2000-07-13 00:00:00,,,203,14-Aug-2000,2.0,,,,,Final,,Augmented Assignments,Standards Track,
0221,thomas at python.org (Thomas Wouters),,15-Aug-2000,2000-08-15 00:00:00,,,221,,2.0,,,,,Final,,Import As,Standards Track,
0326,"Josiah Carlson <jcarlson at uci.edu>,
Terry Reedy <tjreedy at udel.edu>",,20-Dec-2003,2003-12-20 00:00:00,,,326,"20-Dec-2003, 03-Jan-2004, 05-Jan-2004, 07-Jan-2004,
21-Feb-2004",2.4,,,,,Rejected,,A Case for Top and Bottom Values,Standards Track,
0524,Victor Stinner <vstinner at redhat.com>,,20-June-2016,2016-06-20 00:00:00,,,524,,3.6,,,,,Final,,Make os.urandom() blocking on Linux,Standards Track,
0456,Christian Heimes <christian at python.org>,Nick Coghlan,27-Sep-2013,2013-09-27 00:00:00,,,456,"06-Oct-2013, 14-Nov-2013, 20-Nov-2013",3.4,,,https//mail.python.org/pipermail/python-dev/2013-November/130400.html,,Final,,Secure and interchangeable hash algorithm,Standards Track,
0535,Nick Coghlan <ncoghlan at gmail.com>,,12-Nov-2016,2016-11-12 00:00:00,,,535,,3.8,,532,,,Deferred,,Rich comparison chaining,Standards Track,
3117,Georg Brandl <georg at python.org>,,01-Apr-2007,2007-04-01 00:00:00,,,3117,,3.0,,,,,Rejected,,Postfix type declarations,Standards Track,
0295,yozh at mx1.ru (Stepan Koltsov),,22-Jul-2002,2002-07-22 00:00:00,,,295,,3.0,,,,,Rejected,,Interpretation of multiline string constants,Standards Track,
0498,Eric V. Smith <eric at trueblade.com>,,01-Aug-2015,2015-08-01 00:00:00,,,498,"07-Aug-2015, 30-Aug-2015, 04-Sep-2015, 19-Sep-2015, 06-Nov-2016",3.6,,,https//mail.python.org/pipermail/python-dev/2015-September/141526.html,,Final,,Literal String Interpolation,Standards Track,
8012,Łukasz Langa <lukasz at python.org>,,2018-10-03,2018-10-03 00:00:00,,,8012,,,,,,,Rejected,,The Community Governance Model,Informational,
3149,Barry Warsaw <barry at python.org>,,2010-07-09,2010-07-09 00:00:00,,,3149,"2010-07-14, 2010-07-22",3.2,,,https//mail.python.org/pipermail/python-dev/2010-September/103408.html,,Final,,ABI version tagged .so files,Standards Track,
0306,"Michael Hudson <mwh at python.net>, Jack Diederich <jackdied at gmail.com>, Nick Coghlan <ncoghlan at gmail.com>, Benjamin Peterson <benjamin at python.org>",,29-Jan-2003,2003-01-29 00:00:00,,,306,30-Jan-2003,,,,,,Withdrawn,,How to Change Python's Grammar,Informational,
3113,Brett Cannon <brett at python.org>,,02-Mar-2007,2007-03-02 00:00:00,,,3113,,3.0,,,,,Final,,Removal of Tuple Parameter Unpacking,Standards Track,
8015,Victor Stinner,,2018-10-04,2018-10-04 00:00:00,,,8015,,,,,,,Rejected,,Organization of the Python community,Informational,
0010,barry at python.org (Barry Warsaw),,07-Mar-2002,2002-03-07 00:00:00,,,10,07-Mar-2002,,,,,,Active,,Voting Guidelines,Process,
0484,"Guido van Rossum <guido at python.org>, Jukka Lehtosalo <jukka.lehtosalo at iki.fi>, Łukasz Langa <lukasz at python.org>",Mark Shannon,29-Sep-2014,2014-09-29 00:00:00,Python-Dev <python-dev at python.org>,,484,"16-Jan-2015,20-Mar-2015,17-Apr-2015,20-May-2015,22-May-2015",3.5,,,https//mail.python.org/pipermail/python-dev/2015-May/140104.html,,Provisional,,Type Hints,Standards Track,
0558,Nick Coghlan <ncoghlan at gmail.com>,,2017-09-08,2017-09-08 00:00:00,,,558,2017-09-08,3.7,,,,,Draft,,Defined semantics for locals(),Standards Track,
0481,Donald Stufft <donald at stufft.io>,,29-Nov-2014,2014-11-29 00:00:00,,,481,29-Nov-2014,,,,,,Withdrawn,,"Migrate CPython to Git, Github, and Phabricator",Process,
0589,Jukka Lehtosalo <jukka.lehtosalo at iki.fi>,,20-Mar-2019,2019-03-20 00:00:00,typing-sig at python.org,,589,,3.8,,,,Guido van Rossum <guido at python.org>,Draft,,TypedDict Type Hints for Dictionaries with a Fixed Set of Keys,Standards Track,
0338,Nick Coghlan <ncoghlan at gmail.com>,,16-Oct-2004,2004-10-16 00:00:00,,,338,"8-Nov-2004, 11-Feb-2006, 12-Feb-2006, 18-Feb-2006",2.5,,,,,Final,,Executing modules as scripts,Standards Track,
0552,Benjamin Peterson <benjamin at python.org>,,2017-09-04,2017-09-04 00:00:00,,,552,2017-09-07,3.7,,,https//mail.python.org/pipermail/python-dev/2017-September/149649.html,,Final,,Deterministic pycs,Standards Track,
0366,Nick Coghlan <ncoghlan at gmail.com>,,1-May-2007,2007-05-01 00:00:00,,,366,"1-May-2007, 4-Jul-2007, 7-Jul-2007, 23-Nov-2007","2.6, 3.0",,,,,Final,,Main module explicit relative imports,Standards Track,
0542,Markus Meskanen <markusmeskanen at gmail.com>,,10-February-2017,2017-02-10 00:00:00,,,542,,,,,https//mail.python.org/pipermail/python-dev/2019-March/156695.html,,Rejected,,Dot Notation Assignment In Function Header,Standards Track,
0457,Larry Hastings <larry at hastings.org>,,08-Oct-2013,2013-10-08 00:00:00,Python-Dev <python-dev at python.org>,,457,,,,,,,Draft,,Syntax For Positional-Only Parameters,Informational,
3114,Ka-Ping Yee <ping at zesty.ca>,,04-Mar-2007,2007-03-04 00:00:00,,,3114,,3.0,,,,,Final,,Renaming iterator.next() to iterator.__next__(),Standards Track,
0532,"Nick Coghlan <ncoghlan at gmail.com>,
Mark E. Haase <mehaase at gmail.com>",,30-Oct-2016,2016-10-30 00:00:00,,,532,5-Nov-2016,3.8,,,,,Deferred,,A circuit breaking protocol and binary operators,Standards Track,
0470,Donald Stufft <donald at stufft.io>,Paul Moore <p.f.moore at gmail.com>,12-May-2014,2014-05-12 00:00:00,distutils-sig at python.org,,470,"14-May-2014, 05-Jun-2014, 03-Oct-2014, 13-Oct-2014, 26-Aug-2015",,438,,https//mail.python.org/pipermail/distutils-sig/2015-September/026789.html,,Final,,Removing External Hosting Support on PyPI,Process,
0314,"A.M. Kuchling, Richard Jones",,12-Apr-2003,2003-04-12 00:00:00,,,314,29-Apr-2003,2.5,241,,,,Final,,Metadata for Python Software Packages v1.1,Standards Track,
0312,"Roman Suzi <rnd at onego.ru>, Alex Martelli <aleaxit at gmail.com>",,11-Feb-2003,2003-02-11 00:00:00,,,312,,2.4,,,,,Deferred,,Simple Implicit Lambda,Standards Track,
0315,"Raymond Hettinger <python at rcn.com>, W Isaac Carroll <icarroll at pobox.com>",,25-Apr-2003,2003-04-25 00:00:00,,,315,,2.5,,,,,Rejected,,Enhanced While Loop,Standards Track,
3118,"Travis Oliphant <oliphant at ee.byu.edu>, Carl Banks <pythondev at aerojockey.com>",,28-Aug-2006,2006-08-28 00:00:00,,,3118,,3000,,,,,Final,,Revising the buffer protocol,Standards Track,
0337,Michael P. Dubner <dubnerm at mindless.com>,,02-Oct-2004,2004-10-02 00:00:00,,,337,10-Nov-2004,2.5,,,,,Deferred,,Logging Usage in the Standard Library,Standards Track,
0333,Phillip J. Eby <pje at telecommunity.com>,,07-Dec-2003,2003-12-07 00:00:00,Python Web-SIG <web-sig at python.org>,,333,"07-Dec-2003, 08-Aug-2004, 20-Aug-2004, 27-Aug-2004, 27-Sep-2010",,,,,,Final,3333,Python Web Server Gateway Interface v1.0,Informational,
0363,Ben North <ben at redfrontdoor.org>,,29-Jan-2007,2007-01-29 00:00:00,,,363,12-Feb-2007,,,,,,Rejected,,Syntax For Dynamic Attribute Access,Standards Track,
3108,Brett Cannon <brett at python.org>,,01-Jan-2007,2007-01-01 00:00:00,,,3108,28-Apr-2008,3.0,,,,,Final,,Standard Library Reorganization,Standards Track,
0317,Steven Taschuk <staschuk at telusplanet.net>,,06-May-2003,2003-05-06 00:00:00,,,317,09-Jun-2003,2.4,,,,,Rejected,,Eliminate Implicit Exception Instantiation,Standards Track,
0003,jeremy at alum.mit.edu (Jeremy Hylton),,25-Sep-2000,2000-09-25 00:00:00,,,3,,,,,,,Withdrawn,,Guidelines for Handling Bug Reports,Process,
0257,"David Goodger <goodger at python.org>,
Guido van Rossum <guido at python.org>",,29-May-2001,2001-05-29 00:00:00,doc-sig at python.org,,257,13-Jun-2001,,,,,,Active,,Docstring Conventions,Informational,
3130,Jim J. Jewett <jimjjewett at gmail.com>,,22-Apr-2007,2007-04-22 00:00:00,,,3130,22-Apr-2007,3.0,,,,,Rejected,,Access to Current Module/Class/Function,Standards Track,
0298,Thomas Heller <theller at python.net>,,26-Jul-2002,2002-07-26 00:00:00,,,298,"30-Jul-2002, 1-Aug-2002",2.3,,,,,Withdrawn,,The Locked Buffer Interface,Standards Track,
0343,"Guido van Rossum, Nick Coghlan",,13-May-2005,2005-05-13 00:00:00,,,343,"2-Jun-2005, 16-Oct-2005, 29-Oct-2005, 23-Apr-2006, 1-May-2006, 30-Jul-2006",2.5,,,,,Final,,"The ""with"" Statement",Standards Track,
3121,Martin von Löwis <martin at v.loewis.de>,,27-Apr-2007,2007-04-27 00:00:00,,,3121,,3.0,,,,,Accepted,,Extension Module Initialization and Finalization,Standards Track,
0275,mal at lemburg.com (Marc-André Lemburg),,10-Nov-2001,2001-11-10 00:00:00,,,275,,2.6,,,,,Rejected,,Switching on Multiple Values,Standards Track,
0318,"Kevin D. Smith <Kevin.Smith at theMorgue.org>, Jim J. Jewett, Skip Montanaro, Anthony Baxter",,05-Jun-2003,2003-06-05 00:00:00,,,318,"09-Jun-2003, 10-Jun-2003, 27-Feb-2004, 23-Mar-2004, 30-Aug-2004,
2-Sep-2004",2.4,,,,,Final,,Decorators for Functions and Methods,Standards Track,
0357,Travis Oliphant <oliphant at ee.byu.edu>,,09-Feb-2006,2006-02-09 00:00:00,,,357,,2.5,,,,,Final,,Allowing Any Object to be Used for Slicing,Standards Track,
0406,"Nick Coghlan <ncoghlan at gmail.com>, Greg Slodkowicz <jergosh at gmail.com>",,4-Jul-2011,2011-07-04 00:00:00,,,406,"31-Jul-2011, 13-Nov-2011, 4-Dec-2011",3.4,,,,,Withdrawn,,Improved Encapsulation of Import State,Standards Track,
0355,Björn Lindqvist <bjourne at gmail.com>,,24-Jan-2006,2006-01-24 00:00:00,,,355,,2.5,,,,,Rejected,,Path - Object oriented filesystem paths,Standards Track,
0502,Mike G. Miller,,10-Aug-2015,2015-08-10 00:00:00,,,502,,3.6,,,,,Rejected,,String Interpolation - Extended Discussion,Informational,
0402,P.J. Eby,,12-Jul-2011,2011-07-12 00:00:00,,,402,20-Jul-2011,3.3,382,,,,Rejected,,Simplified Package Layout and Partitioning,Standards Track,
0353,Martin von Löwis <martin at v.loewis.de>,,18-Dec-2005,2005-12-18 00:00:00,,,353,,,,,,,Final,,Using ssize_t as the index type,Standards Track,
0567,Yury Selivanov <yury at magic.io>,,12-Dec-2017,2017-12-12 00:00:00,,,567,"12-Dec-2017, 28-Dec-2017, 16-Jan-2018",3.7,,,,,Final,,Context Variables,Standards Track,
0536,Philipp Angerer <phil.angerer at gmail.com>,,11-Dec-2016,2016-12-11 00:00:00,,,536,12-Dec-2016,3.7,,,,,Deferred,,Final Grammar for Literal String Interpolation,Standards Track,
3128,Daniel Stutzbach <daniel at stutzbachenterprises.com>,,30-Apr-2007,2007-04-30 00:00:00,Python 3000 List <python-3000 at python.org>,,3128,30-Apr-2007,2.6 and/or 3.0,,,,,Rejected,,BList A Faster List-like Type,Standards Track,
0412,Mark Shannon <mark at hotpy.org>,,08-Feb-2012,2012-02-08 00:00:00,,,412,08-Feb-2012,3.3 or 3.4,,,,,Final,,Key-Sharing Dictionary,Standards Track,
0253,guido at python.org (Guido van Rossum),,14-May-2001,2001-05-14 00:00:00,,,253,,2.2,,,,,Final,,Subtyping Built-in Types,Standards Track,
0415,Benjamin Peterson <benjamin at python.org>,Nick Coghlan,26-Feb-2012,2012-02-26 00:00:00,,,415,26-Feb-2012,3.3,409,,https//mail.python.org/pipermail/python-dev/2012-May/119467.html,,Final,,Implement context suppression with exception attributes,Standards Track,
0584,Steven D'Aprano <steve at pearwood.info>,,01-Mar-2019,2019-03-01 00:00:00,,,584,,,,,,,Draft,,Add + and - operators to the built-in dict class.,Standards Track,
0327,Facundo Batista <facundo at taniquetil.com.ar>,,17-Oct-2003,2003-10-17 00:00:00,,,327,"30-Nov-2003, 02-Jan-2004, 29-Jan-2004",2.4,,,,,Final,,Decimal Data Type,Standards Track,
0212,nowonder at nowonder.de (Peter Schneider-Kamp),,22-Aug-2000,2000-08-22 00:00:00,,,212,,2.1,,,,,Rejected,,Loop Counter Iteration,Standards Track,
0239,"Christopher A. Craig <python-pep at ccraig.org>, Moshe Zadka <moshez at zadka.site.co.il>",,11-Mar-2001,2001-03-11 00:00:00,,,239,16-Mar-2001,2.2,,,,,Rejected,,Adding a Rational Type to Python,Standards Track,
0310,"Michael Hudson <mwh at python.net>,
Paul Moore <p.f.moore at gmail.com>",,18-Dec-2002,2002-12-18 00:00:00,,,310,,2.4,,,,,Rejected,,Reliable Acquisition/Release Pairs,Standards Track,
3105,Georg Brandl <georg at python.org>,,19-Nov-2006,2006-11-19 00:00:00,,,3105,,3.0,,,,,Final,,Make print a function,Standards Track,
0458,"Trishank Karthik Kuppusamy <trishank at nyu.edu>,
Vladimir Diaz <vladimir.diaz at nyu.edu>,
Donald Stufft <donald at stufft.io>, Justin Cappos <jcappos at nyu.edu>",Richard Jones <r1chardj0n3s at gmail.com>,27-Sep-2013,2013-09-27 00:00:00,DistUtils mailing list <distutils-sig at python.org>,,458,,,,,,,Deferred,,Surviving a Compromise of PyPI,Standards Track,
0585,Łukasz Langa <lukasz at python.org>,,03-Mar-2019,2019-03-03 00:00:00,Python-Dev <python-dev at python.org>,,585,,3.8,,,,,Draft,,Type Hinting Usability Conventions,Standards Track,
0351,Barry Warsaw <barry at python.org>,,14-Apr-2005,2005-04-14 00:00:00,,,351,,,,,,,Rejected,,The freeze protocol,Standards Track,2.5
0379,Jervis Whitley <jervisau at gmail.com>,,14-Mar-2009,2009-03-14 00:00:00,,,379,,"2.7, 3.2",,,,,Withdrawn,,Adding an Assignment Expression,Standards Track,
0330,Michel Pelletier <michel at users.sourceforge.net>,,17-Jun-2004,2004-06-17 00:00:00,,,330,,2.6?,,,,,Rejected,,Python Bytecode Verification,Standards Track,
0006,"aahz at pythoncraft.com (Aahz), anthony at interlink.com.au (Anthony Baxter)",,15-Mar-2001,2001-03-15 00:00:00,,,6,15-Mar-2001 18-Apr-2001 19-Aug-2004,,,,,,Active,,Bug Fix Releases,Process,
0564,Victor Stinner <vstinner at redhat.com>,,16-October-2017,2017-10-16 00:00:00,,,564,,3.7,,,https//mail.python.org/pipermail/python-dev/2017-October/150046.html,,Final,,Add new time functions with nanosecond resolution,Standards Track,
0240,"Christopher A. Craig <python-pep at ccraig.org>, Moshe Zadka <moshez at zadka.site.co.il>",,11-Mar-2001,2001-03-11 00:00:00,,,240,16-Mar-2001,2.2,,,,,Rejected,,Adding a Rational Literal to Python,Standards Track,
0534,"Tomáš Orsava <tomas.n at orsava.cz>,
Petr Viktorin <encukou at gmail.com>,
Nick Coghlan <ncoghlan at gmail.com>",,5-Sep-2016,2016-09-05 00:00:00,,,534,,3.7,,,,,Draft,,Distributing a Subset of the Standard Library,Standards Track,
0299,Jeff Epler <jepler at unpythonic.net>,,12-Aug-2002,2002-08-12 00:00:00,,,299,29-Mar-2006,2.3,,,,,Rejected,,Special __main__() function in modules,Standards Track,
0385,"Dirkjan Ochtman <dirkjan at ochtman.nl>,
Antoine Pitrou <solipsis at pitrou.net>,
Georg Brandl <georg at python.org>",,25-May-2009,2009-05-25 00:00:00,,,385,,,,,,,Final,,Migrating from Subversion to Mercurial,Process,
0350,Micah Elliott <mde at tracos.org>,,27-Jun-2005,2005-06-27 00:00:00,,,350,"10-Aug-2005, 26-Sep-2005",,,,,,Rejected,,Codetags,Informational,
0224,mal at lemburg.com (Marc-André Lemburg),,23-Aug-2000,2000-08-23 00:00:00,,,224,,2.1,,,,,Rejected,,Attribute Docstrings,Standards Track,
0497,Ed Schofield <ed at pythoncharmers.com>,,04-Aug-2015,2015-08-04 00:00:00,,,497,,,,,,,Draft,,A standard mechanism for backward compatibility,Process,
0356,"Neal Norwitz, Guido van Rossum, Anthony Baxter",,07-Feb-2006,2006-02-07 00:00:00,,,356,,2.5,,,,,Final,,Python 2.5 Release Schedule,Informational,
3122,Brett Cannon,,27-Apr-2007,2007-04-27 00:00:00,,,3122,,,,,,,Rejected,,Delineation of the main module,Standards Track,
8002,"Barry Warsaw <barry at python.org>, Łukasz Langa <lukasz at python.org>,
Antoine Pitrou <solipsis at pitrou.net>, Doug Hellmann <doug at doughellmann.com>,
Carol Willing <willingc at gmail.com>",,2018-08-24,2018-08-24 00:00:00,,,8002,,,,,,,Active,,Open Source Governance Survey,Informational,
3003,"Brett Cannon, Jesse Noller, Guido van Rossum",,21-Oct-2009,2009-10-21 00:00:00,,,3003,03-Nov-2009,,,,,,Final,,Python Language Moratorium,Process,
3152,Gregory Ewing <greg.ewing at canterbury.ac.nz>,,13-Feb-2009,2009-02-13 00:00:00,,,3152,,3.3,,,,,Rejected,,Cofunctions,Standards Track,
3131,Martin von Löwis <martin at v.loewis.de>,,1-May-2007,2007-05-01 00:00:00,,,3131,,3.0,,,,,Final,,Supporting Non-ASCII Identifiers,Standards Track,
0382,Martin v. Löwis <martin at v.loewis.de>,,02-Apr-2009,2009-04-02 00:00:00,,,382,,3.2,,,,,Rejected,,Namespace Packages,Standards Track,
0461,Ethan Furman <ethan at stoneleaf.us>,,2014-01-13,2014-01-13 00:00:00,,,461,"2014-01-14, 2014-01-15, 2014-01-17, 2014-02-22, 2014-03-25,
2014-03-27",3.5,,,https//mail.python.org/pipermail/python-dev/2014-March/133621.html,,Final,,Adding % formatting to bytes and bytearray,Standards Track,
0241,A.M. Kuchling <amk at amk.ca>,,12-Mar-2001,2001-03-12 00:00:00,,,241,19-Mar-2001,,,,,,Final,,Metadata for Python Software Packages,Standards Track,
3138,Atsuo Ishimoto <ishimoto--at--gembook.org>,,05-May-2008,2008-05-05 00:00:00,,,3138,"05-May-2008, 05-Jun-2008",,,,,,Final,,String representation in Python 3000,Standards Track,
0274,Barry Warsaw <barry at python.org>,,25-Oct-2001,2001-10-25 00:00:00,,,274,29-Oct-2001,"2.7, 3.0 (originally 2.3)",,,,,Final,,Dict Comprehensions,Standards Track,
0101,"Barry Warsaw <barry at python.org>, Guido van Rossum <guido at python.org>",,22-Aug-2001,2001-08-22 00:00:00,,,101,,,102,,,,Active,,Doing Python Releases 101,Informational,
3102,Talin <viridia at gmail.com>,,22-Apr-2006,2006-04-22 00:00:00,,,3102,"28-Apr-2006, May-19-2006",3.0,,,,,Final,,Keyword-Only Arguments,Standards Track,
0242,paul at pfdubois.com (Paul F. Dubois),,17-Mar-2001,2001-03-17 00:00:00,,,242,17-Apr-2001,2.2,,,,,Rejected,,Numeric Kinds,Standards Track,
0367,"Calvin Spealman <ironfroggy at gmail.com>,
Tim Delaney <timothy.c.delaney at gmail.com>",,28-Apr-2007,2007-04-28 00:00:00,,,367,"28-Apr-2007, 29-Apr-2007 (1), 29-Apr-2007 (2), 14-May-2007",2.6,,,,,Superseded,,New Super,Standards Track,
0431,Lennart Regebro <regebro at gmail.com>,Barry Warsaw <barry at python.org>,11-Dec-2012,2012-12-11 00:00:00,,,431,"11-Dec-2012, 28-Dec-2012, 28-Jan-2013",,,,,,Withdrawn,,Time zone support improvements,Standards Track,
0102,"anthony at interlink.com.au (Anthony Baxter),
barry at python.org (Barry Warsaw),
guido at python.org (Guido van Rossum)",,22-Aug-2001 (edited down on 9-Jan-2002 to become PEP 102),2001-08-22 00:00:00,,,102,,,,,,,Superseded,101,Doing Python Micro Releases,Informational,
0271,fred at arakne.com (Frédéric B. Giacometti),,15-Aug-2001,2001-08-15 00:00:00,,,271,,2.2,,,,,Rejected,,Prefixing sys.path by command line option,Standards Track,
0493,"Nick Coghlan <ncoghlan at gmail.com>,
Robert Kuska <rkuska at redhat.com>,
Marc-André Lemburg <mal at lemburg.com>",Barry Warsaw,10-May-2015,2015-05-10 00:00:00,,,493,"06-Jul-2015, 11-Nov-2015, 24-Nov-2015, 24-Feb-2016",2.7.12,,,https//mail.python.org/pipermail/python-dev/2016-March/143450.html,,Final,,HTTPS verification migration tools for Python 2.7,Standards Track,
3333,P.J. Eby <pje at telecommunity.com>,,26-Sep-2010,2010-09-26 00:00:00,Python Web-SIG <web-sig at python.org>,,3333,"26-Sep-2010, 04-Oct-2010",,333,,,,Final,,Python Web Server Gateway Interface v1.0.1,Informational,
0550,"Yury Selivanov <yury at magic.io>,
Elvis Pranskevichus <elvis at magic.io>",,11-Aug-2017,2017-08-11 00:00:00,,,550,"11-Aug-2017, 15-Aug-2017, 18-Aug-2017, 25-Aug-2017,
01-Sep-2017",3.7,,,,,Withdrawn,,Execution Context,Standards Track,
0200,Jeremy Hylton <jeremy at alum.mit.edu>,,,,,,200,,2.0,,,,,Final,,Python 2.0 Release Schedule,Informational,
0007,"Guido van Rossum <guido at python.org>, Barry Warsaw <barry at python.org>",,05-Jul-2001,2001-07-05 00:00:00,,,7,,,,,,,Active,,Style Guide for C Code,Process,
0377,Nick Coghlan <ncoghlan at gmail.com>,,8-Mar-2009,2009-03-08 00:00:00,,,377,8-Mar-2009,"2.7, 3.1",,,,,Rejected,,Allow __enter__() methods to skip the statement body,Standards Track,
3153,Laurens Van Houtven <_ at lvh.cc>,,29-May-2011,2011-05-29 00:00:00,,,3153,TBD,,,,,,Superseded,3156,Asynchronous IO support,Standards Track,
0229,A.M. Kuchling <amk at amk.ca>,,16-Nov-2000,2000-11-16 00:00:00,,,229,,,,,,,Final,,Using Distutils to Build Python,Standards Track,
0352,"Brett Cannon, Guido van Rossum",,27-Oct-2005,2005-10-27 00:00:00,,,352,,,,,,,Final,,Required Superclass for Exceptions,Standards Track,
0042,Jeremy Hylton <jeremy at alum.mit.edu>,,12-Sep-2000,2000-09-12 00:00:00,,,42,,,,,https//github.com/python/peps/pull/108#issuecomment-249603204,,Rejected,,Feature Requests,Process,
3133,Collin Winter <collinwinter at google.com>,,1-May-2007,2007-05-01 00:00:00,,,3133,13-May-2007,3.0,,3115 3129,,,Rejected,,Introducing Roles,Standards Track,
0334,Clark C. Evans <cce at clarkevans.com>,,26-Aug-2004,2004-08-26 00:00:00,,,334,,3.0,,,,,Withdrawn,,Simple Coroutines via SuspendIteration,Standards Track,
0207,"guido at python.org (Guido van Rossum), DavidA at ActiveState.com (David Ascher)",,,,,,207,,2.1,,,,,Final,,Rich Comparisons,Standards Track,
0435,"Barry Warsaw <barry at python.org>,
Eli Bendersky <eliben at gmail.com>,
Ethan Furman <ethan at stoneleaf.us>",,2013-02-23,2013-02-23 00:00:00,,,435,"2013-02-23, 2013-05-02",3.4,354,,https//mail.python.org/pipermail/python-dev/2013-May/126112.html,,Final,,Adding an Enum type to the Python standard library,Standards Track,
