pep_id,Author,BDFL-Delegate,Created,Created_dt,Discussions-To,Last-Modified,PEP,Post-History,Python-Version,Replaces,Requires,Resolution,Sponsor,Status,Superseded-By,Title,Type,Version
0521,Nathaniel J. Smith <njs at pobox.com>,,27-Apr-2015,2015-04-27 00:00:00,,,521,29-Apr-2015,3.6,,,,,Withdrawn,,Managing global context via 'with' blocks in generators and coroutines,Standards Track,
0233,paul at prescod.net (Paul Prescod),,11-Dec-2000,2000-12-11 00:00:00,,,233,,2.1,,,,,Deferred,,Python Online Help,Standards Track,
3132,Georg Brandl <georg at python.org>,,30-Apr-2007,2007-04-30 00:00:00,,,3132,,3.0,,,,,Final,,Extended Iterable Unpacking,Standards Track,
0444,"Chris McDonough <chrism at plope.com>,
Armin Ronacher <armin.ronacher at active-4.com>",,19-Jul-2010,2010-07-19 00:00:00,Python Web-SIG <web-sig at python.org>,,444,,,,,,,Deferred,,Python Web3 Interface,Informational,
0429,Larry Hastings <larry at hastings.org>,,17-Oct-2012,2012-10-17 00:00:00,,,429,,3.4,,,,,Active,,Python 3.4 Release Schedule,Informational,
8010,Barry Warsaw <barry at python.org>,,2018-08-24,2018-08-24 00:00:00,,,8010,,,,,,,Rejected,,The Technical Leader Governance Model,Informational,
0420,Eric V. Smith <eric at trueblade.com>,,19-Apr-2012,2012-04-19 00:00:00,,,420,,3.3,,,https//mail.python.org/pipermail/python-dev/2012-May/119651.html,,Final,,Implicit Namespace Packages,Standards Track,
0577,Nick Coghlan <ncoghlan at gmail.com>,,14-May-2018,2018-05-14 00:00:00,,,577,22-May-2018,3.8,,,,,Withdrawn,,Augmented Assignment Expressions,Standards Track,
0416,Victor Stinner <vstinner at redhat.com>,,29-February-2012,2012-02-29 00:00:00,,,416,,3.3,,,,,Rejected,,Add a frozendict builtin type,Standards Track,
0452,"A.M. Kuchling <amk at amk.ca>, Christian Heimes <christian at python.org>",,15-Aug-2013,2013-08-15 00:00:00,,,452,,,247,,,,Final,,API for Cryptographic Hash Functions v2.0,Informational,
0320,"Barry Warsaw, Raymond Hettinger, Anthony Baxter",,29-Jul-2003,2003-07-29 00:00:00,,,320,1-Dec-2004,2.4,,,,,Final,,Python 2.4 Release Schedule,Informational,
0417,Michael Foord <michael at python.org>,,12-Mar-2012,2012-03-12 00:00:00,,,417,12-Mar-2012,3.3,,,https//mail.python.org/pipermail/python-dev/2012-March/117507.html,,Final,,Including mock in the Standard Library,Standards Track,
0504,Nick Coghlan <ncoghlan at gmail.com>,,15-Sep-2015,2015-09-15 00:00:00,,,504,15-Sep-2015,3.6,,,,,Withdrawn,,Using the System RNG by default,Standards Track,
0368,Lino Mastrodomenico <l.mastrodomenico at gmail.com>,,28-Jun-2007,2007-06-28 00:00:00,,,368,,"2.6, 3.0",,,,,Deferred,,Standard image protocol and class,Standards Track,
0425,Daniel Holth <dholth at gmail.com>,Nick Coghlan <ncoghlan at gmail.com>,27-Jul-2012,2012-07-27 00:00:00,,07-Aug-2012,425,"8-Aug-2012, 18-Oct-2012, 15-Feb-2013",3.4,,,https//mail.python.org/pipermail/python-dev/2013-February/124116.html,,Final,,Compatibility Tags for Built Distributions,Standards Track,
0514,Steve Dower <steve.dower at python.org>,Paul Moore <p.f.moore at gmail.com>,02-Feb-2016,2016-02-02 00:00:00,,,514,"02-Feb-2016, 01-Mar-2016, 18-Jul-2016",,,,https//mail.python.org/pipermail/python-dev/2016-July/145697.html,,Active,,Python registration in the Windows registry,Informational,
0423,Benoit Bryon <benoit at marmelune.net>,,24-May-2012,2012-05-24 00:00:00,<distutils-sig at python.org>,,423,,,,,,,Deferred,,Naming conventions and recipes related to packaging,Informational,
0381,"Tarek Ziadé <tarek at ziade.org>, Martin v. Löwis <martin at v.loewis.de>",,21-March-2009,2009-03-21 00:00:00,,,381,,N.A.,,,,,Withdrawn,,Mirroring infrastructure for PyPI,Standards Track,
0409,Ethan Furman <ethan at stoneleaf.us>,,26-Jan-2012,2012-01-26 00:00:00,,,409,"30-Aug-2002, 01-Feb-2012, 03-Feb-2012",,,,https//mail.python.org/pipermail/python-dev/2012-February/116136.html,,Final,415,Suppressing exception context,Standards Track,
0513,"Robert T. McGibbon <rmcgibbo at gmail.com>, Nathaniel J. Smith <njs at pobox.com>",Nick Coghlan <ncoghlan at gmail.com>,19-Jan-2016,2016-01-19 00:00:00,Distutils SIG <distutils-sig at python.org>,,513,"19-Jan-2016, 25-Jan-2016, 29-Jan-2016",,,,https//mail.python.org/pipermail/distutils-sig/2016-January/028211.html,,Active,,A Platform Tag for Portable Linux Built Distributions,Informational,
0323,Alex Martelli <aleaxit at gmail.com>,,25-Oct-2003,2003-10-25 00:00:00,,,323,29-Oct-2003,2.5,,,,,Deferred,,Copyable Iterators,Standards Track,
3112,Jason Orendorff <jason.orendorff at gmail.com>,,23-Feb-2007,2007-02-23 00:00:00,,,3112,23-Feb-2007,3.0,,358,,,Final,,Bytes literals in Python 3000,Standards Track,
0342,"Guido van Rossum, Phillip J. Eby",,10-May-2005,2005-05-10 00:00:00,,,342,,2.5,,,,,Final,,Coroutines via Enhanced Generators,Standards Track,
0226,Jeremy Hylton <jeremy at alum.mit.edu>,,16-Oct-2000,2000-10-16 00:00:00,,,226,,2.1,,,,,Final,,Python 2.1 Release Schedule,Informational,
0449,Donald Stufft <donald at stufft.io>,Richard Jones <richard at python.org>,04-Aug-2013,2013-08-04 00:00:00,distutils-sig at python.org,,449,04-Aug-2013,,381,,https//mail.python.org/pipermail/distutils-sig/2013-August/022518.html,,Final,,Removal of the PyPI Mirror Auto Discovery and Naming Scheme,Process,
0433,Victor Stinner <vstinner at redhat.com>,,10-January-2013,2013-01-10 00:00:00,,,433,,3.4,,,,,Superseded,446,Easier suppression of file descriptor inheritance,Standards Track,
0387,Benjamin Peterson <benjamin at python.org>,,18-Jun-2009,2009-06-18 00:00:00,,,387,19-Jun-2009,,,,,,Draft,,Backwards Compatibility Policy,Process,
0489,"Petr Viktorin <encukou at gmail.com>,
Stefan Behnel <stefan_ml at behnel.de>,
Nick Coghlan <ncoghlan at gmail.com>",Eric Snow <ericsnowcurrently at gmail.com>,11-Aug-2013,2013-08-11 00:00:00,import-sig at python.org,,489,"23-Aug-2013, 20-Feb-2015, 16-Apr-2015, 7-May-2015, 18-May-2015",3.5,,,https//mail.python.org/pipermail/python-dev/2015-May/140108.html,,Final,,Multi-phase extension module initialization,Standards Track,
3002,Steven Bethard <steven.bethard at gmail.com>,,27-Mar-2006,2006-03-27 00:00:00,,,3002,"27-Mar-2006, 13-Apr-2006",,,,,,Final,,Procedure for Backwards-Incompatible Changes,Process,
0340,Guido van Rossum,,27-Apr-2005,2005-04-27 00:00:00,,,340,,,,,,,Rejected,,Anonymous Block Statements,Standards Track,
0348,Brett Cannon <brett at python.org>,,28-Jul-2005,2005-07-28 00:00:00,,,348,,,,,,,Rejected,,Exception Reorganization for Python 3.0,Standards Track,
0479,"Chris Angelico <rosuav at gmail.com>, Guido van Rossum <guido at python.org>",,15-Nov-2014,2014-11-15 00:00:00,,,479,"15-Nov-2014, 19-Nov-2014, 5-Dec-2014",3.5,,,,,Final,,Change StopIteration handling inside generators,Standards Track,
3137,Guido van Rossum <guido at python.org>,,26-Sep-2007,2007-09-26 00:00:00,,,3137,"26-Sep-2007, 30-Sep-2007",3.0,,,,,Final,,Immutable Bytes and Mutable Buffer,Standards Track,
0574,Antoine Pitrou <solipsis at pitrou.net>,Nick Coghlan,23-Mar-2018,2018-03-23 00:00:00,,,574,28-Mar-2018,,,,,,Draft,,Pickle protocol 5 with out-of-band data,Standards Track,
0344,Ka-Ping Yee,,12-May-2005,2005-05-12 00:00:00,,,344,,2.5,,,,,Superseded,,Exception Chaining and Embedded Tracebacks,Standards Track,
3141,Jeffrey Yasskin <jyasskin at google.com>,,23-Apr-2007,2007-04-23 00:00:00,,,3141,"25-Apr-2007, 16-May-2007, 02-Aug-2007",,,,,,Final,,A Type Hierarchy for Numbers,Standards Track,
0478,Larry Hastings <larry at hastings.org>,,22-Sep-2014,2014-09-22 00:00:00,,,478,,3.5,,,,,Active,,Python 3.5 Release Schedule,Informational,
0211,gvwilson at ddj.com (Greg Wilson),,15-Jul-2000,2000-07-15 00:00:00,,,211,,2.1,,,https//www.python.org/dev/peps/pep-0465/#rejected-alternatives-to-adding-a-new-operator,,Rejected,,Adding A New Outer Product Operator,Standards Track,
0507,Barry Warsaw <barry at python.org>,,2015-09-30,2015-09-30 00:00:00,,,507,,,,,https//mail.python.org/pipermail/core-workflow/2016-January/000345.html,,Rejected,,Migrate CPython to Git and GitLab,Process,
0013,The Python core team and community,,2018-12-16,2018-12-16 00:00:00,,,13,,,,,,,Active,,Python Language Governance,Informational,
0232,Barry Warsaw <barry at python.org>,,02-Dec-2000,2000-12-02 00:00:00,,,232,20-Feb-2001,2.1,,,,,Final,,Function Attributes,Standards Track,
3147,Barry Warsaw <barry at python.org>,,2009-12-16,2009-12-16 00:00:00,,,3147,"2010-01-30, 2010-02-25, 2010-03-03, 2010-04-12",3.2,,,https//mail.python.org/pipermail/python-dev/2010-April/099414.html,,Final,,PYC Repository Directories,Standards Track,
0549,larry at hastings.org (Larry Hastings),,4-Sep-2017,2017-09-04 00:00:00,Python-Dev <python-dev at python.org>,,549,4-Sep-2017,3.7,,,,,Rejected,,Instance Descriptors,Standards Track,
0238,"moshez at zadka.site.co.il (Moshe Zadka),
guido at python.org (Guido van Rossum)",,11-Mar-2001,2001-03-11 00:00:00,,,238,"16-Mar-2001, 26-Jul-2001, 27-Jul-2001",2.2,,,,,Final,,Changing the Division Operator,Standards Track,
3123,Martin von Löwis <martin at v.loewis.de>,,27-Apr-2007,2007-04-27 00:00:00,,,3123,,3.0,,,,,Final,,Making PyObject_HEAD conform to standard C,Standards Track,
0354,Ben Finney <ben+python at benfinney.id.au>,,20-Dec-2005,2005-12-20 00:00:00,,,354,20-Dec-2005,2.6,,,,,Superseded,435,Enumerations in Python,Standards Track,
0442,Antoine Pitrou <solipsis at pitrou.net>,Benjamin Peterson <benjamin at python.org>,2013-05-18,2013-05-18 00:00:00,,,442,2013-05-18,3.4,,,https//mail.python.org/pipermail/python-dev/2013-June/126746.html,,Final,,Safe object finalization,Standards Track,
0335,Gregory Ewing <greg.ewing at canterbury.ac.nz>,,29-Aug-2004,2004-08-29 00:00:00,,,335,"05-Sep-2004, 30-Sep-2011, 25-Oct-2011",3.3,,,,,Rejected,,Overloadable Boolean Operators,Standards Track,
